id,order number,probe,network_status,expense_type,children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,val1,val2,val3,val4,action
probe_11887_79897e6c-52ce-4da5-aea3-25a7b6e7500f,11887,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,3,1,3,1,Salaried,1366,No,Owns,32,33,56,80,90,95,100,100
probe_7868_63df1723-bbd4-4eb3-b2fc-69348653c8e2,7868,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,1,1,Hourly,874,No,Owns,17,17,35,50,70,70,80,70
probe_293_447f2407-f7bb-4785-9c9a-cc8d3ded5234,293,DEDUCTIBLE,IN-NETWORK,COST IN $,3,3,2,2,Hourly,2665,No,Rents,41,58,79,1600,600,200,0,600
probe_6871_bccad6e9-24d8-487a-acb2-b63298950ef2,6871,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,3,4,4,4,Bonus,2810,Yes,Owns,58,74,85,120,100,60,0,60
probe_5143_11413b69-fe6c-419f-b05c-8346d5a926c2,5143,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,3,4,3,Bonus,458,No,Rents,46,70,81,50,70,80,100,80
probe_8717_003bb809-c11f-4ee1-9394-09be3a9a5bca,8717,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,4,4,3,3,Bonus,2404,Yes,Owns,49,60,83,80,40,20,15,20
probe_3131_501e715e-f778-414c-b396-8caf68c3daa6,3131,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,4,4,4,4,Salaried,3664,No,Owns,39,65,88,75,50,30,0,30
probe_10560_a5e2967e-0f83-4b6b-9272-137fc14d084a,10560,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,4,4,3,2,Salaried,4671,Yes,Rents,57,53,77,120,100,60,0,0
probe_11078_4a018b28-b7ab-4a0f-aadf-201201830eb6,11078,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,2,1,Salaried,1622,Yes,Rents,8,12,35,120,100,60,0,60
probe_10790_f5aa683e-c885-42c1-be60-79d06b908a93,10790,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,3,3,3,Salaried,3042,Yes,Rents,16,31,55,100,50,30,10,10
probe_9127_7724c2b5-3971-4363-b2f9-de06993c92a2,9127,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,1,0,Bonus,3085,No,Rents,3,1,13,50,60,70,80,70
probe_10236_8c68a438-7828-41c7-bc50-a88d48b0c430,10236,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,1,2,1,Bonus,4695,No,Owns,15,38,56,200,100,10,0,0
probe_8826_389ee64b-a9d4-49de-9b2f-d7b35955682b,8826,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,1,3,1,Bonus,2951,No,Owns,26,20,55,50,60,70,80,70
probe_6607_f0b2cd1c-70a4-4532-bb8f-509b40c44fd4,6607,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,0,0,0,Hourly,3735,Yes,Owns,8,4,5,75,50,30,0,50
probe_3116_f9801fcc-5043-4fd1-b3f3-1f25ef5e142b,3116,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,0,0,1,Salaried,1125,Yes,Rents,1,1,2,120,100,60,0,120
probe_9776_118e8ead-cb85-45ef-8a2e-4a0c1bd76f07,9776,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,20,15,10,10,10
probe_1939_3fa8f689-0813-4506-b860-bc1596cff0d4,1939,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,2,2,1,Salaried,2175,No,Owns,35,49,59,200,100,10,0,100
probe_1620_1551201e-3708-4040-9d6f-2bd7b9b35c94,1620,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,4,3,4,2,Hourly,3681,Yes,Owns,38,55,76,75,50,30,0,50
probe_790_fbc5a16e-a146-46e0-bfb7-ba5056713a34,790,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Bonus,2294,Yes,Owns,4,9,4,80,90,95,100,80
probe_7315_38bc822a-7e4c-4a79-a8f3-33d973c5d56c,7315,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,4,3,3,Bonus,2404,Yes,Owns,49,60,83,50,60,70,80,70
probe_873_2d6c6f13-ce1b-4d38-a77e-583b56278a0d,873,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,75,50,30,0,75
probe_11178_dafb12ee-b46c-4cbc-8ef2-d563907b5bbe,11178,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,1,Bonus,4623,Yes,Owns,2,9,1,50,70,70,80,70
probe_2845_28ab35e3-9122-4efd-b57c-c12596ab07cf,2845,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,1,1,1,Hourly,2384,No,Rents,17,40,57,80,40,20,15,40
probe_9943_681feb5f-5df6-447c-bfbe-cd689de128ea,9943,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,1,2,3,Bonus,144,Yes,Owns,24,47,55,50,70,80,100,100
probe_1434_a2b92df5-e24e-4fa0-affa-6e022e8e01b3,1434,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,3,4,3,Bonus,3179,No,Rents,42,56,75,50,70,70,80,70
probe_8381_a18673d7-c56f-4f38-81dd-45e5f788bf2b,8381,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,4,3,3,4,Hourly,874,No,Owns,63,68,84,120,100,60,0,60
probe_4234_6d01ca6b-c385-4383-98bd-2ca95b570ad0,4234,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,0,1,1,Hourly,3252,Yes,Owns,10,12,35,200,100,10,0,100
probe_4815_4cde7e9f-2e9a-4242-9822-0ae5a10ea6a0,4815,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,4,3,2,4,Salaried,4377,No,Rents,46,73,76,1600,600,200,0,200
probe_11101_3dc03768-4e30-4547-9d48-54c418c47f90,11101,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,3,1,2,Hourly,1596,Yes,Owns,27,25,52,80,90,95,100,100
probe_10409_72053933-7aa3-4954-a9e2-a961bb3c9cde,10409,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,0,0,0,Bonus,4271,No,Rents,3,5,12,6450,4000,1500,1000,1500
probe_10847_eaf4c9e6-f6cc-466a-9780-a3e67cd2d835,10847,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,1,1,0,Salaried,3352,Yes,Rents,6,19,27,6450,4000,2000,1500,2000
probe_9509_942b53c0-da64-4a3f-a685-f485aabf8a4a,9509,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,0,0,1,Bonus,2742,No,Owns,10,10,2,80,40,20,15,20
probe_11902_fcec5334-70ff-48f0-af93-13991608af1a,11902,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,1,1,1,Salaried,1210,No,Rents,17,12,39,100,50,30,10,30
probe_10440_7b510f82-d3db-44cf-9394-e98418c73f4e,10440,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,4,3,3,2,Salaried,2852,Yes,Rents,38,64,80,75,50,30,0,0
probe_11532_06a7ad52-2bdb-4f4a-a887-cf177a15b824,11532,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,3,2,3,Salaried,4742,No,Rents,35,65,80,200,100,10,0,0
probe_11433_82273179-0bc0-49de-8b54-424d74894ca9,11433,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Salaried,3954,No,Owns,1,1,2,1600,600,200,0,200
probe_10596_7a0596d4-0f7b-47ab-97c4-e8dbdef7eb92,10596,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,2,1,1,Bonus,2639,No,Rents,16,31,54,6450,4000,1500,1000,1000
probe_1554_989707e9-e7f8-407d-9b9b-5df79ffee2d2,1554,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,4,4,3,Bonus,3085,No,Rents,45,54,88,6450,4000,2000,1500,4000
probe_9328_6f1a7635-6453-4261-9997-a87580a5892f,9328,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,2,1,0,2,Salaried,1125,Yes,Rents,6,12,28,80,40,20,15,20
probe_2828_34077ac7-3053-43dd-9dc4-a4ad64309161,2828,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,4,2,4,4,Bonus,144,Yes,Owns,46,72,79,80,40,20,15,40
probe_2772_bfd2fc27-d5e0-4649-843a-29a378827cd6,2772,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,0,2,0,Bonus,1856,Yes,Rents,14,11,30,120,100,60,0,120
probe_7335_e8a4b518-945f-4301-b256-3d8034c63708,7335,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Bonus,2909,Yes,Rents,9,14,30,50,70,80,100,70
probe_3890_a99d61a1-9121-4542-b982-909f7ed4ab90,3890,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,1,1,Bonus,2810,Yes,Owns,8,10,10,20,15,10,10,20
probe_7638_a318357e-90b1-4ffd-b199-812205474302,7638,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,0,0,Bonus,2909,Yes,Rents,9,14,30,6450,4000,2000,1500,4000
probe_9653_b44cb9c7-bae0-4b49-acc8-dd3b745ff3b9,9653,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,3,1,2,Bonus,2294,Yes,Owns,25,47,55,6450,4000,2000,1500,1500
probe_3894_7e81fa41-adb8-439c-98c1-845f740c39c3,3894,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,1,1,1,Hourly,1019,Yes,Owns,8,10,2,80,90,95,100,80
probe_6118_8ee45944-8643-4139-9511-f45df16470d3,6118,DEDUCTIBLE,IN-NETWORK,COST IN $,4,3,3,4,Hourly,874,No,Owns,63,68,84,1600,600,200,0,200
probe_338_965c8ee7-b173-42b3-a4a3-6e3935872598,338,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,2639,No,Rents,5,14,29,1600,600,200,0,1600
probe_10051_6f256dee-85b5-45ea-a790-415dc39bd128,10051,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Bonus,2294,Yes,Owns,4,9,4,50,70,80,100,80
probe_10159_dfb7f117-53a4-4526-a37c-3d12ad14ea1a,10159,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,1,1,Bonus,3409,Yes,Rents,13,14,30,80,90,95,100,95
probe_7377_5361b91c-81f8-4e88-9460-1d47c3e079a4,7377,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,1,1,1,Salaried,3042,Yes,Rents,1,4,5,80,90,95,100,90
probe_10498_a7cd8d55-ce45-447c-a0c5-960c991b3014,10498,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,1,0,0,Bonus,3643,No,Rents,16,13,50,75,50,30,0,30
probe_1548_493e51df-36ad-443a-b8a2-0df715008fe5,1548,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,2,1,1,Salaried,792,No,Owns,28,24,60,50,60,70,80,60
probe_8121_1674dc75-004f-48e5-8f41-84a06a16efa3,8121,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,2,1,1,Bonus,4493,Yes,Owns,18,14,29,6450,4000,1500,1000,4000
probe_6946_e73e14b1-3a6c-496a-a903-aa93142e12c2,6946,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,4,3,4,4,Bonus,3757,No,Rents,38,56,75,200,40,25,0,25
probe_6681_f69c6366-5663-4be1-aa22-e2d291ae960c,6681,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,2,1,2,Salaried,4259,Yes,Rents,6,18,32,200,40,25,0,40
probe_1489_a1afe696-a64a-453f-bfad-745e75760d4a,1489,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,2,1,3,1,Salaried,4539,No,Owns,24,49,59,20,15,10,10,15
probe_1723_f310cd1a-76aa-4373-838d-86738c9082ab,1723,DEDUCTIBLE,IN-NETWORK,COST IN $,4,2,4,2,Salaried,1855,No,Rents,63,74,85,1600,600,200,0,600
probe_7937_48bf5c81-7c74-44b8-b395-587ce28990fd,7937,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,3,3,3,4,Bonus,4027,Yes,Rents,43,60,78,80,90,95,100,95
probe_8036_8c4dfbc0-63ee-437c-8bdc-d711e31b004b,8036,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,1,1,0,Hourly,170,No,Rents,9,4,8,100,50,30,10,50
probe_10016_c79ad98a-a291-4714-9345-57907b36687d,10016,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,3,1,2,Hourly,1596,Yes,Owns,27,25,52,75,50,30,0,0
probe_9586_20d39b4c-48ba-45db-8f30-f570d6565f0b,9586,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,2,0,1,0,Hourly,2250,No,Owns,11,17,35,100,50,30,10,30
probe_10783_83a511ff-630b-483c-a701-631c2c5054d6,10783,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,4,2,4,2,Bonus,4695,No,Owns,35,65,80,1600,600,200,0,0
probe_505_0b4933d4-12fc-4ea6-b47c-a0bc418e3354,505,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,2,3,2,Bonus,3085,No,Rents,23,24,64,100,50,30,10,50
probe_2182_f16e7fea-2b14-4485-9bfc-7ee4841108d0,2182,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,0,1,0,Salaried,1366,No,Owns,7,4,5,80,40,20,15,80
probe_6968_9316129f-12cb-482c-ad54-8834111d8e50,6968,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,3,3,3,Salaried,1214,No,Owns,37,67,81,200,40,25,0,25
probe_660_153fed95-a150-4e35-91f3-6a52b8325ed8,660,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,4,4,4,2,Bonus,3149,No,Owns,37,58,79,120,100,60,0,100
probe_4956_3eca523c-ceed-4743-a467-01b3e495e584,4956,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,0,1,0,Bonus,1856,Yes,Rents,7,0,4,20,15,10,10,20
probe_9554_a0c4e62d-aaee-4eb7-a118-01c1a0e56699,9554,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,2,2,Bonus,1962,No,Rents,5,17,35,50,70,80,100,80
probe_2871_1bead5ac-3b21-4f0f-a214-8392d0260397,2871,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,1,0,Salaried,1622,Yes,Rents,2,1,9,80,90,95,100,80
probe_5244_1e934227-e4a6-49f2-881e-8296e1057035,5244,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,0,0,1,Hourly,3289,No,Rents,15,12,39,100,50,30,10,50
probe_4735_229fc188-16ae-4237-b22e-932dcb2e60f9,4735,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,3,3,3,4,Bonus,4027,Yes,Rents,43,60,78,1600,600,200,0,200
probe_4498_54aa6d6c-8b98-4eeb-aa06-630010f84c64,4498,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,1,0,0,Bonus,3643,No,Rents,16,13,50,75,50,30,0,50
probe_3345_25d1835f-a496-453f-a040-d5996a431bc8,3345,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,0,2,1,Hourly,1593,No,Owns,5,13,27,50,60,70,80,60
probe_7476_0e1cef70-1d6a-4227-92cb-95342a685664,7476,DEDUCTIBLE,IN-NETWORK,COST IN $,1,1,1,0,Hourly,152,Yes,Owns,15,16,39,1600,600,200,0,600
probe_4161_4dba403b-a9ee-428b-9bee-31b817f86412,4161,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,0,0,1,Salaried,2062,No,Rents,2,9,4,6450,4000,1500,1000,6450
probe_11836_b1199dc3-e8c5-4488-9f26-7d4c9fbad47c,11836,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,1,1,Bonus,4493,Yes,Owns,18,14,29,1600,600,200,0,200
probe_6408_1c7bead0-9475-4fd3-838f-017d89f08497,6408,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,3,3,1,Salaried,1012,Yes,Owns,34,26,75,80,40,20,15,20
probe_10985_af1d8811-8b78-4c63-bb8c-26e3d78fd164,10985,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,1,2,1,Hourly,2250,No,Owns,26,41,60,50,70,80,100,100
probe_2316_52046981-bc25-4622-aec9-3a1ec414eb75,2316,DEDUCTIBLE,IN-NETWORK,COST IN $,2,1,3,1,Bonus,1856,Yes,Rents,31,20,55,1600,600,200,0,600
probe_10920_c30ab9a7-cebc-4fae-b791-6f13a2968e2e,10920,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,1,3,1,Salaried,1366,No,Owns,32,33,56,6450,4000,2000,1500,1500
probe_4674_ae94a2fd-090e-4572-84c6-396fd2162afd,4674,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,2,3,2,1,Bonus,3149,No,Owns,17,29,55,80,90,95,100,90
probe_7314_8d048e12-57f0-4679-add4-0e77a5f5455b,7314,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,1,1,Hourly,4605,Yes,Rents,24,38,64,50,60,70,80,70
probe_281_11decbe1-875b-4dca-b4de-8e21bebb9c43,281,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,80,90,95,100,80
probe_5925_a5abf0ae-2743-4692-b5cf-9f4071ba9fd3,5925,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,2,2,1,1,Bonus,2404,Yes,Owns,11,14,34,100,50,30,10,50
probe_1000_330ad63d-2d0d-431c-bbd9-d0b3dda937e9,1000,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,2,1,3,Salaried,4377,No,Rents,24,48,52,50,70,80,100,70
probe_133_327ac5d1-5771-441b-8d3b-a3bd91fdd6be,133,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,4,4,3,2,Hourly,2246,No,Owns,62,60,83,200,40,25,0,40
probe_937_b55bf02c-206a-4e8f-90dd-2878227411ea,937,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Salaried,153,Yes,Owns,0,4,5,50,70,80,100,50
probe_3844_2324e802-e122-405d-b808-a19df2b37201,3844,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,2,4,2,Hourly,2250,No,Owns,48,68,84,50,70,80,100,80
probe_9556_129f53be-9484-47d9-85e7-83e7101190b5,9556,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,1,Salaried,1235,Yes,Rents,7,4,8,50,70,70,80,70
probe_6775_256af6de-2cfc-4455-b01e-3e4c93bb473c,6775,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,4,4,4,Salaried,3664,No,Owns,39,65,88,6450,4000,1500,1000,1500
probe_2491_d256e782-4e61-45a2-a70f-b80bc29205ba,2491,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,2,0,Salaried,912,Yes,Rents,16,14,30,50,70,70,80,50
probe_6147_d25cf277-b8a6-4117-ba22-b3e9e58fdfba,6147,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,1,2,Hourly,2183,Yes,Owns,16,35,73,120,100,60,0,60
probe_1925_9b7a161d-f585-4664-9afe-fbdb7735ffee,1925,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,3,2,2,1,Salaried,3352,Yes,Rents,18,48,52,75,50,30,0,50
probe_3675_b77c7a1e-9473-4e3a-b089-9bf2693f23fd,3675,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,4,4,4,4,Bonus,2793,Yes,Owns,63,73,76,20,15,10,10,10
probe_2288_29735bd8-c801-47bf-95f9-ba1dc68efbd0,2288,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,3,3,3,4,Hourly,2183,Yes,Owns,37,63,98,200,40,25,0,40
probe_1157_1f823eae-ec34-4786-867f-0e81daf79022,1157,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,80,40,20,15,80
probe_3646_4145493e-bc29-4059-95a1-5fce987d201b,3646,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Salaried,153,Yes,Owns,0,4,5,80,90,95,100,80
probe_10813_04c77fd5-8854-48fd-b8a7-d3dee40af22d,10813,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,1,1,1,Hourly,2665,No,Rents,20,29,55,6450,4000,1500,1000,1000
probe_6301_ff5c9956-449a-4dd0-9bac-4642cca49b7e,6301,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,1,1,0,Bonus,2793,Yes,Owns,9,9,1,6450,4000,2000,1500,4000
probe_9569_014551e7-047b-4832-b451-dfddcc3f3f46,9569,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,4,4,4,4,Bonus,1962,No,Rents,35,68,84,75,50,30,0,0
probe_329_703b673c-6532-4464-9d50-4fc9e5cce92c,329,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,1,1,0,Salaried,912,Yes,Rents,9,3,4,75,50,30,0,75
probe_2012_247e23b7-305e-40fe-9e29-0a350889a957,2012,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,2,1,0,2,Salaried,4377,No,Rents,10,19,27,20,15,10,10,20
probe_10625_326fd29e-b508-49c2-ac17-a9e98ef33463,10625,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,200,100,10,0,0
probe_89_4b300005-901d-4478-a59f-72cfa5cf6ca8,89,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,4,2,3,Hourly,3429,No,Rents,58,70,81,50,60,70,80,60
probe_996_a8e84aff-01a5-44d9-8008-3e610bdcc58d,996,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,2,1,2,1,Hourly,152,Yes,Owns,34,38,64,80,90,95,100,90
probe_6945_16e89e3b-1a4e-4d9d-9c95-7f0392f8de2f,6945,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,3,1,1,1,Hourly,4826,No,Owns,25,35,73,80,90,95,100,95
probe_2532_e2facd35-82ba-4555-b879-ef169751c4fd,2532,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,3,2,3,Salaried,4742,No,Rents,35,65,80,200,100,10,0,100
probe_3623_d349aff3-9414-46eb-9732-f1a6294fd9fa,3623,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,3,3,2,Salaried,153,Yes,Owns,36,61,80,50,70,70,80,70
probe_11146_a63b5d9a-f7ea-45e8-87d6-3836f1dcd31b,11146,DEDUCTIBLE,IN-NETWORK,COST IN $,4,4,4,4,Salaried,3664,No,Owns,39,65,88,1600,600,200,0,0
probe_1875_7079ab25-6792-4cfe-87f9-f63e6a73a1f6,1875,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,2,3,Hourly,176,Yes,Rents,45,70,81,50,70,70,80,70
probe_4803_77e0a944-4d3b-4847-930a-ab78386d36d2,4803,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Hourly,4605,Yes,Rents,4,6,13,50,60,70,80,50
probe_10856_86b2c2bd-27f6-4d10-89ff-7f152ef705c4,10856,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,2,0,Salaried,912,Yes,Rents,16,14,30,50,70,80,100,80
probe_9800_81f07968-b70e-475a-9aa6-8ed0cc583d09,9800,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,4,4,Salaried,3954,No,Owns,38,53,77,50,60,70,80,80
probe_291_0648ff5c-b907-45dc-85f7-07d38ebb5c51,291,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,0,1,0,Hourly,1593,No,Owns,0,2,1,75,50,30,0,75
probe_7173_366e4c24-fad8-417c-82f6-3da72623da2a,7173,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,1,1,3,Salaried,2062,No,Rents,20,47,55,100,50,30,10,30
probe_2083_84e0d308-0330-41c6-a6d3-667e32f35097,2083,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,3,3,3,Bonus,1972,Yes,Owns,62,60,80,1600,600,200,0,600
probe_623_a3be9364-f753-4139-aac2-10766295b69e,623,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,3,3,2,Salaried,153,Yes,Owns,36,61,80,50,70,70,80,70
probe_7404_5b8a7433-fcff-493e-9747-d11f563f7ea2,7404,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,0,0,1,Bonus,1972,Yes,Owns,17,14,30,200,100,10,0,100
probe_3384_bcf935f5-8294-456c-a94f-036ba388f21d,3384,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,3,2,4,4,Salaried,1235,Yes,Rents,55,60,83,20,15,10,10,10
probe_5164_54b44001-fdc2-4746-ad55-3504326abb22,5164,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,0,1,0,Salaried,1622,Yes,Rents,2,1,9,75,50,30,0,75
probe_6019_ad75f3c5-cec4-41b2-9da0-a4e7be4569ac,6019,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,4,4,2,2,Bonus,3643,No,Rents,59,56,100,1600,600,200,0,200
